filepath,water_fraction,water_pixels,total_pixels,error
data/raw/external/river_water_dataset\2020\images\DJI_6883.JPG,0.0459275515519196,239830,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6884.JPG,0.22155835401538132,1156960,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6885.JPG,0.36897692802647303,1926768,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6886.JPG,0.43068545669025954,2249005,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6887.JPG,0.43391243067683916,2265856,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6888.JPG,0.4430979409872231,2313822,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6889.JPG,0.42559824738793395,2222440,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6890.JPG,0.2785975273462634,1454814,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6891.JPG,0.13381936146091858,698794,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6905.JPG,0.21299905015779635,1112264,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6906.JPG,0.36062655115359865,1883163,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6907.JPG,0.41276331311088643,2155417,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6908.JPG,0.43347063915188283,2263549,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6909.JPG,0.4034638600361553,2106856,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6910.JPG,0.3949658363207403,2062480,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6911.JPG,0.22890048104911603,1195300,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6912.JPG,0.10263428011152986,535948,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6923.JPG,0.20033187026993904,1046117,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6924.JPG,0.3426211048809633,1789140,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6925.JPG,0.3961083279713209,2068446,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6926.JPG,0.39839024726537364,2080362,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6927.JPG,0.39456215338419587,2060372,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6928.JPG,0.3753613613383583,1960107,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6929.JPG,0.21523117933633606,1123920,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6930.JPG,0.0881036094003738,460070,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6943.JPG,0.06490390507705977,338923,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6944.JPG,0.17793608481171677,929168,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6945.JPG,0.33669799613935103,1758210,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6946.JPG,0.35022060851181175,1828824,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6947.JPG,0.3659353264699574,1910885,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6948.JPG,0.35600411342954313,1859025,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6949.JPG,0.2932011597266906,1531073,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6950.JPG,0.20708934644728375,1081404,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6951.JPG,0.049212550173116404,256984,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6960.JPG,0.07511662377056715,392253,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6961.JPG,0.1567990317737537,818792,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6962.JPG,0.2040663204338634,1065618,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6963.JPG,0.27253902779054445,1423177,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6964.JPG,0.3490501577963661,1822712,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6965.JPG,0.33666256855715904,1758025,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6966.JPG,0.2463950041364096,1286655,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6967.JPG,0.1818112878021877,949404,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6968.JPG,0.10109921255017312,527932,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6969.JPG,0.03575906946104115,186731,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6981.JPG,0.06639397003401049,346704,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6982.JPG,0.11991757820878145,626200,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6983.JPG,0.1746363406563103,911937,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6984.JPG,0.253008471979655,1321190,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6985.JPG,0.30185889481263595,1576283,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6986.JPG,0.28533317247296014,1489987,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6987.JPG,0.20963036584244876,1094673,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6988.JPG,0.16247261543646782,848419,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6989.JPG,0.11090307779514048,579127,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_6990.JPG,0.03309931979042191,172842,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7003.JPG,0.032292911419554496,168631,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7004.JPG,0.0889799154334038,464646,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7005.JPG,0.18581173208321844,970294,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7006.JPG,0.3378389557863774,1764168,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7007.JPG,0.25903671446517756,1352669,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7008.JPG,0.2683562750865582,1401335,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7009.JPG,0.2438064926310629,1273138,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7010.JPG,0.166022267671661,866955,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7011.JPG,0.09813497717314704,512453,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7012.JPG,0.01019261114685786,53225,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7022.JPG,0.10707670741796121,559146,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7023.JPG,0.2041059610258296,1065825,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7024.JPG,0.1989693446088795,1039002,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7025.JPG,0.2038644789655912,1064564,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7026.JPG,0.19725541563256427,1030052,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7027.JPG,0.18930738119312437,988548,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7028.JPG,0.1264042727579128,660073,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7029.JPG,0.022419148512424547,117071,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7045.JPG,0.06932124582529031,361990,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7046.JPG,0.15142763581211507,790743,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7047.JPG,0.17624456138738243,920335,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7048.JPG,0.17589258357079388,918497,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7049.JPG,0.18436456322578668,962737,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7050.JPG,0.17876719673989644,933508,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7051.JPG,0.12965460979869473,677046,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7052.JPG,0.03496817262616049,182601,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7060.JPG,0.12776660691852806,667187,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7061.JPG,0.17277763734411863,902231,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7062.JPG,0.17404977479547754,908874,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7063.JPG,0.16975633483469682,886454,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7064.JPG,0.17311084811716762,903971,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7065.JPG,0.1376363483163281,718726,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7066.JPG,0.059429098875509394,310334,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7067.JPG,0.012978176609369734,67771,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7086.JPG,0.009589193246928333,50074,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7087.JPG,0.05387501149002666,281331,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7088.JPG,0.1361441768544903,710934,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7089.JPG,0.2047993841345712,1069446,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7090.JPG,0.2023905000459601,1056867,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7091.JPG,0.20369136256396114,1063660,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7092.JPG,0.18608825872476023,971738,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7093.JPG,0.1423880488402733,743539,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7094.JPG,0.060669255752673346,316810,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7096.JPG,0.020265343015595797,105824,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7097.JPG,0.04513703771792751,235702,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7098.JPG,0.4502100759873763,2350961,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7100.JPG,0.08839105156723964,461571,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7101.JPG,0.2226387995220149,1162602,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7102.JPG,0.23319583601433955,1217730,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7103.JPG,0.24506714005576494,1279721,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7104.JPG,0.2421410132671508,1264441,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7105.JPG,0.2402579893985354,1254608,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7106.JPG,0.17654521708490364,921905,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7107.JPG,0.04041004075129454,211018,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7128.JPG,0.05780498360756197,301853,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7129.JPG,0.20651963262554768,1078429,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7130.JPG,0.27569131660385454,1439638,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7131.JPG,0.2710376643073812,1415337,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7132.JPG,0.2675818472898857,1397291,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7133.JPG,0.25988889144222815,1357119,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7134.JPG,0.22026074700493306,1150184,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7135.JPG,0.07475985844287159,390390,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7144.JPG,0.041583938474737264,217148,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7145.JPG,0.20431948402120292,1066940,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7146.JPG,0.30979716272941754,1617736,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7147.JPG,0.31053999295278367,1621615,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7148.JPG,0.3068356083586114,1602271,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7149.JPG,0.2893428087753164,1510925,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7150.JPG,0.15369921408217668,802605,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7151.JPG,0.031003538928210315,161898,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7152.JPG,0.09584922787020866,500517,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7153.JPG,0.11432193522688973,596980,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7154.JPG,0.41419554493366423,2162896,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7155.JPG,0.013481822777828844,70401,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7156.JPG,0.18902300303336703,987063,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7157.JPG,0.32742056561571226,1709764,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7158.JPG,0.3331018092961976,1739431,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7159.JPG,0.3295027499463799,1720637,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7160.JPG,0.3373626941814505,1761681,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7161.JPG,0.2283585347918007,1192470,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7162.JPG,0.05687601495235469,297002,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7183.JPG,0.0339576247816895,177324,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7184.JPG,0.19051881300364618,994874,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7185.JPG,0.3418853601740356,1785298,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7186.JPG,0.3458519088764286,1806011,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7187.JPG,0.34416421546097986,1797198,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7188.JPG,0.3367629147899623,1758549,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7189.JPG,0.23325558415295525,1218042,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7190.JPG,0.06622583264393174,345826,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7191.JPG,0.1236522198731501,645702,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7192.JPG,0.11368002573765972,593628,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7193.JPG,0.09433541685816711,492612,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7194.JPG,0.05553666084505316,290008,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7195.JPG,0.18442354536262523,963045,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7196.JPG,0.30691680454698655,1602695,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7197.JPG,0.379957372001103,1984107,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7198.JPG,0.38936617182951866,2033239,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7199.JPG,0.3756591445292153,1961662,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7200.JPG,0.27604003891289025,1441459,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7201.JPG,0.10459773416674327,546201,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7202.JPG,0.033236242608082854,173557,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7218.JPG,0.01966269111744339,102677,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7219.JPG,0.10760927015350676,561927,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7220.JPG,0.2599337025461899,1357353,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7221.JPG,0.424637489658976,2217423,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7222.JPG,0.4432076707417961,2314395,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7223.JPG,0.4330880212642093,2261551,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7224.JPG,0.37655306860311916,1966330,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7225.JPG,0.25697157367405093,1341885,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7226.JPG,0.08532053344363759,445537,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7227.JPG,0.05947046297147409,310550,5221920,
data/raw/external/river_water_dataset\2020\images\DJI_7228.JPG,0.38333084382755767,2001723,5221920,
